FL_DATE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY
8/1/2018,CLT,BWI,28,19
8/1/2018,MCO,ORD,0,-12
8/1/2018,PHX,SJC,44,41
8/1/2018,SJC,PHX,34,33
8/1/2018,ORD,BOS,-5,-14
8/1/2018,DFW,SNA,11,5
8/1/2018,IAD,MIA,-3,-6
8/1/2018,EWR,DFW,-1,-4
8/1/2018,BDL,DFW,0,-7
8/1/2018,BOS,DFW,-7,-6
8/1/2018,CLT,JFK,8,-12
8/1/2018,LAX,DFW,5,-5
8/1/2018,DFW,OKC,11,15
8/1/2018,DFW,SJC,3,6
8/1/2018,DFW,EWR,54,90
8/1/2018,ATL,LAX,0,-23
8/1/2018,DFW,ATL,-3,0
8/1/2018,ORD,DFW,40,22
8/1/2018,DFW,ONT,32,51
8/1/2018,DFW,ELP,222,210
8/1/2018,ELP,DFW,196,185
8/1/2018,ORD,LAX,-5,-37
8/1/2018,DFW,RDU,-3,-5
8/1/2018,PHX,SLC,20,37
8/1/2018,BOS,DFW,-7,-14
8/1/2018,DFW,BOS,-4,-21
8/1/2018,SEA,DFW,2,-15
8/1/2018,DFW,ATL,70,52
8/1/2018,DFW,DCA,1,7
8/1/2018,DFW,DTW,-3,-12
8/1/2018,DFW,ORD,-2,-15
8/1/2018,BDL,CLT,11,8
8/1/2018,CLT,BDL,3,3
8/1/2018,PHX,MCI,24,23
8/1/2018,CLT,LAS,56,48
8/1/2018,SAN,PHX,16,27
8/1/2018,CLT,PHL,-3,-15
8/1/2018,PHL,CLT,-4,-7
8/1/2018,CLT,LAS,29,73
8/1/2018,LAS,PHX,55,45
8/1/2018,LGA,CLT,0,-1
8/1/2018,PHX,PHL,-3,30
8/1/2018,PHX,ORD,-2,-6
8/1/2018,PHX,ORD,-2,0
8/1/2018,PVD,CLT,-8,-14
8/1/2018,PHX,DFW,9,32
8/1/2018,PHX,ONT,30,32
8/1/2018,BNA,PHL,-9,-24
8/1/2018,CLT,BNA,-6,-12
8/1/2018,PHX,TUS,-5,0
8/1/2018,TUS,PHX,-6,-4
8/1/2018,PHL,RSW,16,27
8/1/2018,CLT,LAS,29,48
8/1/2018,CLT,SAN,-2,-14
8/1/2018,SAN,CLT,-4,21
8/1/2018,PHX,CLT,0,0
8/1/2018,ILM,CLT,-5,-4
8/1/2018,CLT,DTW,-4,-14
8/1/2018,DTW,CLT,-5,-3
8/1/2018,PHX,CLT,-5,9
8/1/2018,CLT,AUS,18,22
8/1/2018,OGG,PHX,-12,-27
8/1/2018,PHX,DFW,5,2
8/1/2018,DTW,CLT,-1,10
8/1/2018,PHX,SLC,-5,2
8/1/2018,SLC,PHX,-3,-11
8/1/2018,DFW,TUS,10,12
8/1/2018,PHX,SEA,-6,14
8/1/2018,SFO,PHL,4,54
8/1/2018,PHX,SMF,23,30
8/1/2018,SMF,PHX,29,30
8/1/2018,BOS,CLT,24,15
8/1/2018,DFW,MEM,-4,-11
8/1/2018,MEM,CLT,-3,55
8/1/2018,PHL,PHX,-1,22
8/1/2018,CLT,MSY,5,-2
8/1/2018,MSY,CLT,-2,68
8/1/2018,CLT,LAX,-4,-9
8/1/2018,LAX,PHL,-2,54
8/1/2018,CHS,CLT,-2,-17
8/1/2018,CLT,CHS,-5,-12
8/1/2018,PHL,CHS,-5,-10
8/1/2018,PHL,LAS,26,45
8/1/2018,CLT,LAX,52,81
8/1/2018,PHX,KOA,-3,-5
8/1/2018,KOA,PHX,-15,-38
8/1/2018,CLT,DFW,7,-10
8/1/2018,DFW,CLT,8,1
8/1/2018,PHX,MKE,13,17
8/1/2018,ATL,PHX,27,31
8/1/2018,DFW,ATL,-6,-1
8/1/2018,MIA,TPA,9,13
8/1/2018,TPA,MIA,5,-17
8/1/2018,LAX,STL,-2,-11
8/1/2018,STL,LAX,-2,-12
8/1/2018,CLT,PDX,16,18
8/1/2018,PDX,CLT,-4,40
8/1/2018,PHL,DEN,1,-25
8/1/2018,SFO,PHX,-3,-11
8/1/2018,PHL,ORD,-7,-24
8/1/2018,HNL,PHX,11,-5
8/1/2018,CLT,ORF,-5,-8
8/1/2018,ORF,CLT,-7,-20
8/1/2018,CLT,MCO,-5,-16
8/1/2018,MCO,CLT,219,231
8/1/2018,PHX,MKE,-7,5
8/1/2018,DFW,SAN,9,5
8/1/2018,SAN,DFW,6,-1
8/1/2018,PHL,PHX,-6,-7
8/1/2018,DFW,MEM,-3,-5
8/1/2018,MEM,DFW,32,29
8/1/2018,PHX,ORD,-8,-16
8/1/2018,RDU,CLT,-5,-11
8/1/2018,PHX,LIH,1,-2
8/1/2018,DCA,PHX,1,46
8/1/2018,PHX,DCA,1,8
8/1/2018,PHX,SFO,23,13
8/1/2018,MIA,DCA,70,62
8/1/2018,BOS,PHL,87,81
8/1/2018,PHL,BOS,64,100
8/1/2018,SAT,PHX,-6,-15
8/1/2018,CLT,PHL,88,79
8/1/2018,PHX,AUS,1,6
8/1/2018,PHX,HNL,-6,24
8/1/2018,HNL,PHX,4,-15
8/1/2018,PHX,HNL,236,238
8/1/2018,OAK,PHX,-7,-7
8/1/2018,PHX,OAK,-5,-3
8/1/2018,LAS,PHL,-5,12
8/1/2018,PHL,LAS,-2,0
8/1/2018,LIH,PHX,-4,-17
8/1/2018,PHX,GEG,0,2
8/1/2018,SFO,PHL,0,4
8/1/2018,CLT,DFW,77,142
8/1/2018,DFW,CLT,57,88
8/1/2018,CLT,BUF,14,1
8/1/2018,CLT,TPA,28,16
8/1/2018,LAX,CLT,46,28
8/1/2018,CLT,ATL,37,62
8/1/2018,CLT,LAX,-1,3
8/1/2018,LAS,PHX,-3,5
8/1/2018,PHX,LAS,-9,-13
8/1/2018,CLT,PVD,66,74
8/1/2018,DEN,CLT,-6,-11
8/1/2018,ATL,PHL,41,76
8/1/2018,CLT,PHX,3,-9
8/1/2018,PHX,PHL,-5,21
8/1/2018,AUS,CLT,-2,-12
8/1/2018,DCA,RSW,-4,-2
8/1/2018,RSW,DCA,0,0
8/1/2018,MCI,PHX,-6,-24
8/1/2018,PHX,MCI,-7,-1
8/1/2018,PWM,CLT,-4,-2
8/1/2018,SJU,CLT,3,9
8/1/2018,MSY,PHL,-3,-10
8/1/2018,PHX,LAX,-2,-9
8/1/2018,SJC,PHX,-5,-4
8/1/2018,PIT,DFW,0,9
8/1/2018,CLT,ATL,23,26
8/1/2018,IAH,CLT,-9,-20
8/1/2018,LAS,PHX,-3,-16
8/1/2018,PHX,MIA,2,-16
8/1/2018,LAX,PHX,-3,-6
8/1/2018,MSP,CLT,-1,-4
8/1/2018,ATL,PHL,-2,-12
8/1/2018,DFW,ORD,-1,2
8/1/2018,PHL,LAX,54,95
8/1/2018,AUS,CLT,-6,-26
8/1/2018,OAK,PHX,-11,4
8/1/2018,PHX,OAK,-7,-17
8/1/2018,CLT,LAS,6,26
8/1/2018,LAS,PHX,11,-4
8/1/2018,PHX,LAS,-3,-9
8/1/2018,CLT,PHX,294,279
8/1/2018,CLT,SJC,41,78
8/1/2018,SJC,CLT,56,42
8/1/2018,PHX,IND,0,21
8/1/2018,PHL,PVD,-4,4
8/1/2018,PHX,PHL,-3,9
8/1/2018,CLT,SJU,13,18
8/1/2018,DCA,CLT,88,81
8/1/2018,CLT,SFO,-2,1
8/1/2018,SFO,CLT,15,66
8/1/2018,BOS,PHL,0,-4
8/1/2018,PHL,BOS,-5,-7
8/1/2018,CLT,LGA,104,134
8/1/2018,LAX,CLT,-1,-4
8/1/2018,PHL,DFW,16,13
8/1/2018,PHL,CLT,37,28
8/1/2018,PHL,CLT,25,69
8/1/2018,DCA,CLT,-7,-14
8/1/2018,ATL,CLT,46,25
8/1/2018,LAX,STL,234,235
8/1/2018,DFW,DCA,0,-15
8/1/2018,DFW,PHL,32,23
8/1/2018,PHL,DFW,-3,-9
8/1/2018,PHL,TPA,40,35
8/1/2018,TPA,PHL,57,46
8/1/2018,CLT,LGA,3,49
8/1/2018,CLT,PWM,55,47
8/1/2018,PHL,CLT,51,30
8/1/2018,TUS,CLT,3,-11
8/1/2018,CLT,RDU,-1,8
8/1/2018,RDU,CLT,39,24
8/1/2018,PHL,RDU,-7,-19
8/1/2018,RDU,PHL,-9,-3
8/1/2018,PHX,LAX,48,39
8/1/2018,ATL,CLT,8,6
8/1/2018,CLT,PHL,-1,-8
8/1/2018,BOS,PHL,-10,-15
8/1/2018,PHL,BOS,1,-1
8/1/2018,GEG,PHX,-9,-17
8/1/2018,CLT,RIC,14,8
8/1/2018,RIC,CLT,22,6
8/1/2018,PHX,CLT,-5,-6
8/1/2018,CLT,EWR,-7,-8
8/1/2018,EWR,CLT,-2,-6
8/1/2018,CLT,IND,81,81
8/1/2018,IND,CLT,73,66
8/1/2018,BOS,PHL,1,5
8/1/2018,PHL,BOS,-6,5
8/1/2018,CLT,MSY,-2,-3
8/1/2018,MSY,CLT,-6,-15
8/1/2018,CLT,ORF,10,7
8/1/2018,ORF,CLT,12,-1
8/1/2018,CLT,EWR,109,126
8/1/2018,EWR,CLT,131,140
8/1/2018,PHX,SMF,28,38
8/1/2018,SMF,PHX,29,34
8/1/2018,PHL,LAX,47,57
8/1/2018,ATL,CLT,-4,-5
8/1/2018,CLT,PIT,111,123
8/1/2018,PIT,CLT,107,100
8/1/2018,PHL,CLT,180,175
8/1/2018,DCA,MCO,-4,3
8/1/2018,MCO,DCA,-4,-23
8/1/2018,CLT,DCA,2,-14
8/1/2018,DCA,CLT,-4,-8
8/1/2018,LAX,PHL,-8,0
8/1/2018,SEA,CLT,-1,-11
8/1/2018,CLT,PIT,3,0
8/1/2018,PIT,CLT,-4,1
8/1/2018,DFW,PHX,11,1
8/1/2018,PHX,PHL,-5,9
8/1/2018,DFW,CLT,-2,7
8/1/2018,ATL,PHL,-5,-38
8/1/2018,CLT,ATL,5,1
8/1/2018,CLT,MDT,5,-4
8/1/2018,MDT,CLT,-4,20
8/1/2018,CLT,IAH,-2,-6
8/1/2018,IAH,CLT,-7,-2
8/1/2018,PHL,RSW,-4,-12
8/1/2018,RSW,PHL,28,35
8/1/2018,PHL,BTV,13,-7
8/1/2018,IAH,LAX,252,266
8/1/2018,LAX,IAH,302,301
8/1/2018,CLT,ORF,1,0
8/1/2018,ORF,CLT,-1,27
8/1/2018,DEN,PHX,2,-11
8/1/2018,PHX,DEN,-5,2
8/1/2018,PHL,PVD,4,-1
8/1/2018,PVD,PHL,-3,-26
8/1/2018,ORD,PHX,-7,-21
8/1/2018,PHL,ORD,4,-35
8/1/2018,MCO,LAX,-5,-7
8/1/2018,CLT,PHX,77,160
8/1/2018,MIA,CLT,-3,-10
8/1/2018,PHX,SAT,-8,6
8/1/2018,PHX,AUS,23,28
8/1/2018,DFW,OAK,-2,7
8/1/2018,OAK,DFW,6,-8
8/1/2018,PHX,ORD,68,81
8/1/2018,PIT,DFW,-10,-8
8/1/2018,LGA,CLT,7,13
8/1/2018,DFW,SEA,24,35
8/1/2018,CLT,MEM,-1,-11
8/1/2018,MEM,DFW,-4,-18
8/1/2018,BNA,CLT,-2,-6
8/1/2018,CLT,BNA,-2,-12
8/1/2018,LAX,PHX,25,36
8/1/2018,PHX,LAX,-4,-25
8/1/2018,MIA,CLT,9,-1
8/1/2018,DFW,FLL,-3,9
8/1/2018,FLL,DFW,1,-4
8/1/2018,CLT,MIA,176,162
8/1/2018,ORD,RDU,-6,-8
8/1/2018,MIA,STT,-3,-6
8/1/2018,STT,MIA,-7,-34
8/1/2018,STL,MIA,2,-7
8/1/2018,JFK,PHX,1,4
8/1/2018,PHX,PDX,7,18
8/1/2018,CLT,BOS,64,46
8/1/2018,SAN,ORD,-3,72
8/1/2018,AUS,LAX,-10,-9
8/1/2018,LAX,AUS,-2,-7
8/1/2018,JFK,LAS,1,8
8/1/2018,LAS,JFK,56,63
8/1/2018,LGA,MIA,-4,-9
8/1/2018,DFW,LAS,-4,-2
8/1/2018,LAS,DFW,0,15
8/1/2018,ORD,MIA,39,68
8/1/2018,ORD,MCO,5,8
8/1/2018,DFW,IAH,-3,0
8/1/2018,BUF,CLT,-4,4
8/1/2018,PHL,CLT,30,41
8/1/2018,LGA,PHL,29,27
8/1/2018,CMH,LAX,-3,-26
8/1/2018,PHX,CMH,-3,-4
8/1/2018,PHL,JAX,-9,-22
8/1/2018,CLT,RDU,-2,-8
8/1/2018,RDU,CLT,127,154
8/1/2018,DSM,PHX,-7,-2
8/1/2018,CLT,DTW,16,27
8/1/2018,PHL,PIT,54,85
8/1/2018,DFW,PHL,2,19
8/1/2018,LAX,PHL,-6,-15
8/1/2018,CLT,BWI,22,15
8/1/2018,BOS,CLT,0,22
8/1/2018,DCA,MIA,115,101
8/1/2018,IAH,CLT,-6,-1
8/1/2018,CLT,DEN,70,70
8/1/2018,TPA,PHL,-10,9
8/1/2018,CLT,PVD,16,29
8/1/2018,CLT,MCI,-5,-11
8/1/2018,MCI,CLT,-3,0
8/1/2018,PHL,CLT,-5,3
8/1/2018,PHL,DFW,-2,10
8/1/2018,CLT,TPA,95,90
8/1/2018,TPA,CLT,71,78
8/1/2018,MSP,PHL,-7,6
8/1/2018,DCA,PHL,-6,-25
8/1/2018,DFW,PHL,25,30
8/1/2018,PHL,DFW,0,17
8/1/2018,CLT,DCA,2,2
8/1/2018,DCA,CLT,-2,-11
8/1/2018,PHL,BOS,-4,-14
8/1/2018,CLT,DTW,50,39
8/1/2018,BOS,PHL,58,65
8/1/2018,BNA,CLT,25,4
8/1/2018,PBI,PHL,-6,-33
8/1/2018,PHL,PBI,-1,-10
8/1/2018,CLT,PHL,161,164
8/1/2018,MIA,CLT,50,33
8/1/2018,PIT,CLT,-7,-17
8/1/2018,PHL,DCA,24,10
8/1/2018,SFO,CLT,2,9
8/1/2018,MEM,DFW,12,14
8/1/2018,IAH,PHL,-10,10
8/1/2018,PHL,IAH,-8,8
8/1/2018,CLT,SYR,6,-4
8/1/2018,SYR,CLT,0,39
8/1/2018,MIA,CLT,50,68
8/1/2018,CLT,STL,-2,-2
8/1/2018,STL,CLT,-6,-3
8/1/2018,MCO,PHL,14,15
8/1/2018,PHL,PWM,-2,-14
8/1/2018,DFW,SBA,98,91
8/1/2018,SBA,DFW,128,120
8/1/2018,SEA,PHX,13,2
8/1/2018,LAS,PHL,59,46
8/1/2018,PHL,LAS,0,-25
8/1/2018,PHL,DTW,-6,-11
8/1/2018,DCA,DFW,21,43
8/1/2018,CLT,FLL,74,65
8/1/2018,RDU,PHL,-6,-9
8/1/2018,CLT,MCO,95,163
8/1/2018,CLT,BOS,46,38
8/1/2018,PHX,SFO,-2,-15
8/1/2018,SFO,DFW,-1,13
8/1/2018,FLL,PHL,7,-30
8/1/2018,PHL,FLL,-2,-24
8/1/2018,MEM,CLT,-2,-8
8/1/2018,PHL,SFO,9,-6
8/1/2018,MCO,PHL,270,252
8/1/2018,PHL,MCO,175,207
8/1/2018,CLT,MCO,18,16
8/1/2018,MCO,CLT,7,11
8/1/2018,AUS,PHL,-3,-10
8/1/2018,CLT,TUS,7,-4
8/1/2018,CLT,SJU,0,-20
8/1/2018,SJU,CLT,-3,-43
8/1/2018,DFW,BOS,42,48
8/1/2018,ORD,PHL,-6,2
8/1/2018,CLT,DCA,25,36
8/1/2018,PHL,BOS,176,153
8/1/2018,PHL,ORD,-1,1
8/1/2018,CLT,ALB,22,14
8/1/2018,DFW,PHL,65,50
8/1/2018,DEN,PHL,-7,-15
8/1/2018,AUS,PHX,-5,-10
8/1/2018,CLT,LGA,0,-16
8/1/2018,LGA,CLT,-5,-37
8/1/2018,PHL,FLL,9,1
8/1/2018,DCA,CLT,-5,6
8/1/2018,PHL,ATL,2,-4
8/1/2018,SMF,PHX,0,-2
8/1/2018,SFO,PHX,-3,-8
8/1/2018,MCI,PHL,-7,-19
8/1/2018,PHL,FLL,14,51
8/1/2018,CLT,MLB,30,73
8/1/2018,CLT,SFO,176,156
8/1/2018,PHL,BOS,-2,17
8/1/2018,PHL,TPA,-4,13
8/1/2018,TPA,PHL,3,1
8/1/2018,CHS,PHL,-10,-24
8/1/2018,CLT,AUS,73,128
8/1/2018,PDX,PHL,27,29
8/1/2018,CLT,MCO,66,92
8/1/2018,PHX,SFO,3,4
8/1/2018,MCO,PHL,-6,0
8/1/2018,CLT,RIC,21,9
8/1/2018,CLT,BWI,-7,21
8/1/2018,MIA,LAX,-1,19
8/1/2018,DFW,SAN,3,-5
8/1/2018,SAN,DFW,-8,-17
8/1/2018,SAT,ORD,-5,-10
8/1/2018,FLL,DFW,50,33
8/1/2018,SMF,DFW,-2,-21
8/1/2018,DFW,MKE,47,43
8/1/2018,IAH,MIA,84,71
8/1/2018,MIA,IAH,29,36
8/1/2018,DFW,ONT,147,152
8/1/2018,ONT,DFW,140,126
8/1/2018,JFK,MCO,23,15
8/1/2018,DFW,SEA,85,97
8/1/2018,DFW,MCO,-2,-4
8/1/2018,DFW,SAN,11,8
8/1/2018,ORD,SAN,114,116
8/1/2018,ORD,EWR,103,151
8/1/2018,LGA,MIA,0,-15
8/1/2018,ORD,BOS,15,31
8/1/2018,DFW,SMF,-1,5
8/1/2018,ORD,SFO,37,38
8/1/2018,MIA,SJU,-8,-7
8/1/2018,LAX,BDL,-3,-14
8/1/2018,CMH,DFW,-3,-2
8/1/2018,DFW,CMH,-5,-4
8/1/2018,DFW,ORD,3,-5
8/1/2018,BOS,MIA,-2,17
8/1/2018,DFW,SFO,0,4
8/1/2018,SFO,DFW,4,6
8/1/2018,MCI,DFW,-5,-8
8/1/2018,CLT,IAH,-4,-8
8/1/2018,IAH,CLT,-5,1
8/1/2018,DFW,LGA,-5,-14
8/1/2018,LGA,DFW,-3,-24
8/1/2018,IAH,DFW,-5,-21
8/1/2018,LAX,MIA,-4,17
8/1/2018,DFW,MCI,11,5
8/1/2018,ORD,ABQ,79,93
8/1/2018,DFW,IAH,-3,6
8/1/2018,IAH,DFW,-5,8
8/1/2018,MIA,BDL,-4,-10
8/1/2018,SJU,DFW,2,-4
8/1/2018,JFK,DFW,-2,-1
8/1/2018,DCA,LAX,88,90
8/1/2018,DFW,MIA,-3,-2
8/1/2018,FLL,CLT,40,60
8/1/2018,IND,CLT,-3,23
8/1/2018,SAT,CLT,13,22
8/1/2018,DFW,PHX,14,6
8/1/2018,MCO,PHX,-4,2
8/1/2018,DCA,MCO,-5,-13
8/1/2018,MCO,DCA,-5,-11
8/1/2018,PHL,RDU,59,75
8/1/2018,DFW,PIT,-6,-15
8/1/2018,PIT,DFW,-6,0
8/1/2018,TPA,CLT,-6,-6
8/1/2018,CLE,CLT,-8,-20
8/1/2018,CLT,TPA,63,59
8/1/2018,CLT,JAX,44,31
8/1/2018,JAX,CLT,31,148
8/1/2018,PHL,SEA,-2,-8
8/1/2018,SEA,PHL,-2,-20
8/1/2018,SFO,CLT,-4,-28
8/1/2018,IND,PHX,-7,-24
8/1/2018,PHX,MSP,30,57
8/1/2018,MSP,DFW,44,15
8/1/2018,AUS,CLT,-2,-23
8/1/2018,DCA,CLT,6,-10
8/1/2018,CLT,LGA,53,44
8/1/2018,PHL,TPA,13,15
8/1/2018,BOS,CLT,-4,8
8/1/2018,CLT,PHL,-1,-20
8/1/2018,PHL,BTV,-5,-13
8/1/2018,LGA,CLT,-4,-15
8/1/2018,CLT,JAX,31,28
8/1/2018,CLT,PBI,30,26
8/1/2018,ATL,PHL,3,4
8/1/2018,PHL,ATL,-4,-15
8/1/2018,CLT,ATL,8,24
8/1/2018,CLT,MSP,77,64
8/1/2018,SFO,PHX,-4,-13
8/1/2018,LAX,CLT,242,242
8/1/2018,TUS,DFW,-3,-22
8/1/2018,PHX,SMF,139,142
8/1/2018,IND,LAX,-3,-16
8/1/2018,CLT,DCA,4,9
8/1/2018,ORD,CLT,-5,-8
8/1/2018,SAT,PHX,-9,-5
8/1/2018,DFW,MCI,26,22
8/1/2018,MCI,DFW,11,19
8/1/2018,CLT,BDL,42,36
8/1/2018,PIT,PHL,-8,-23
8/1/2018,BOS,CLT,-5,-5
8/1/2018,CLT,BNA,136,133
8/1/2018,CLT,SFO,-4,3
8/1/2018,CLT,SEA,1,-14
8/1/2018,LAS,PHX,-4,33
8/1/2018,PHX,LAS,-7,-9
8/1/2018,CLT,FLL,-2,-16
8/1/2018,FLL,CLT,-7,-14
8/1/2018,ORD,PHX,-3,81
8/1/2018,PHL,SAN,-3,33
8/1/2018,MCI,CLT,-7,1
8/1/2018,CLT,LGA,-2,-15
8/1/2018,LGA,CLT,-8,72
8/1/2018,MIA,MSY,-3,4
8/1/2018,MSY,MIA,-1,9
8/1/2018,PHL,MSP,30,59
8/1/2018,BNA,CLT,-4,-21
8/1/2018,DFW,ATL,68,62
8/1/2018,JAX,CLT,-1,0
8/1/2018,TPA,DCA,-5,-12
8/1/2018,MCO,DFW,-6,-17
8/1/2018,LAX,RDU,-3,0
8/1/2018,SAN,PHL,2,-4
8/1/2018,DFW,MEM,-4,-6
8/1/2018,CLT,ORD,-2,-23
8/1/2018,BOS,PHX,-3,4
8/1/2018,PHL,TPA,38,89
8/1/2018,PHX,BOS,26,40
8/1/2018,CLT,MEM,-5,-12
8/1/2018,MEM,CLT,-11,-23
8/1/2018,PHL,PIT,-7,25
8/1/2018,DFW,MSP,26,32
8/1/2018,MSP,DFW,36,28
8/1/2018,FLL,CLT,-5,-11
8/1/2018,DFW,CLT,2,6
8/1/2018,OMA,PHX,-2,-16
8/1/2018,MCO,CLT,2,-1
8/1/2018,LAX,MCO,-2,-14
8/1/2018,CLT,MCO,97,97
8/1/2018,DFW,PHL,0,14
8/1/2018,BNA,CLT,12,56
8/1/2018,CLT,BNA,-1,12
8/1/2018,ORD,PHL,539,571
8/1/2018,ORD,PHX,21,17
8/1/2018,PHL,ORD,-4,-17
8/1/2018,DTW,PHX,-1,-10
8/1/2018,PHX,DTW,-1,-7
8/1/2018,DCA,DFW,-6,1
8/1/2018,CMH,PHX,-4,4
8/1/2018,PIT,PHL,81,62
8/1/2018,PHX,DTW,16,40
8/1/2018,PHX,SJC,-6,-11
8/1/2018,SJC,PHX,-7,-10
8/1/2018,PHL,LAS,10,33
8/1/2018,BTV,PHL,-9,-17
8/1/2018,PHX,SJC,53,46
8/1/2018,CLT,CLE,47,45
8/1/2018,PHL,BDL,4,-11
8/1/2018,PHL,LGA,-4,-18
8/1/2018,BOS,ORD,245,229
8/1/2018,SEA,PHL,-3,6
8/1/2018,CLT,MCO,-4,-16
8/1/2018,MCO,CLT,-7,-22
8/1/2018,LGA,BOS,-3,-8
8/1/2018,BOS,DCA,66,72
8/1/2018,DCA,BOS,56,39
8/1/2018,LGA,BOS,161,168
8/1/2018,BOS,DCA,18,27
8/1/2018,BOS,DCA,-6,-17
8/1/2018,DCA,BOS,-3,-24
8/1/2018,LGA,BOS,3,22
8/1/2018,BOS,LGA,73,118
8/1/2018,BOS,DCA,58,56
8/1/2018,DCA,BOS,55,67
8/1/2018,BOS,LGA,175,157
8/1/2018,BOS,LGA,-4,-18
8/1/2018,LGA,BOS,-4,-9
8/1/2018,BOS,DCA,-5,-20
8/1/2018,BOS,DCA,-3,-12
8/1/2018,DCA,BOS,-6,-15
8/1/2018,BOS,DCA,-7,-23
8/1/2018,DCA,BOS,-10,-9
8/1/2018,DCA,BOS,14,16
8/1/2018,LGA,BOS,269,264
8/1/2018,BOS,LGA,-3,0
8/1/2018,LGA,BOS,-6,-29
8/1/2018,DCA,BOS,-6,-20
8/1/2018,BOS,DCA,-3,-16
8/1/2018,DCA,BOS,-5,-14
8/1/2018,DCA,BOS,5,18
8/1/2018,LGA,BOS,246,240
8/1/2018,BOS,DCA,-5,1
8/1/2018,DCA,BOS,-6,-12
8/1/2018,BOS,LGA,-8,-18
8/1/2018,LGA,BOS,154,148
8/1/2018,BOS,LGA,-7,-4
8/1/2018,BOS,LGA,200,183
8/1/2018,LGA,BOS,11,7
8/1/2018,BOS,DCA,-6,-19
8/1/2018,DCA,BOS,-7,3
8/1/2018,DCA,BOS,30,17
8/1/2018,BOS,LGA,-4,-21
8/1/2018,LGA,BOS,-9,-17
8/1/2018,BOS,LGA,-7,-10
8/1/2018,LGA,BOS,-11,-23
8/1/2018,BOS,DCA,-7,-3
8/1/2018,BOS,DCA,-7,0
8/1/2018,DCA,BOS,-8,-9
8/1/2018,BOS,LGA,7,1
8/1/2018,LGA,BOS,-3,-3
8/1/2018,LGA,ATL,7,39
8/1/2018,BOS,LGA,-1,-9
8/1/2018,BOS,DCA,-5,-11
8/1/2018,DCA,BOS,-7,-15
8/1/2018,DCA,BOS,-3,-14
8/1/2018,BOS,DCA,-9,-9
8/1/2018,BOS,DCA,-8,-6
8/1/2018,SLC,DFW,-8,-21
8/1/2018,PHX,SEA,-5,-10
8/1/2018,SEA,PHX,-5,12
8/1/2018,DFW,FLL,0,-3
8/1/2018,FLL,DFW,-6,-15
8/1/2018,TUS,DFW,-5,23
8/1/2018,LAX,JFK,53,71
8/1/2018,DFW,VPS,-2,12
8/1/2018,VPS,DFW,12,-4
8/1/2018,DFW,MSP,-5,-7
8/1/2018,MSP,DFW,1,-16
8/1/2018,RIC,DFW,-5,3
8/1/2018,LAX,HNL,8,5
8/1/2018,DFW,MIA,-1,-12
8/1/2018,DFW,CMH,77,75
8/1/2018,ORD,AUS,23,16
8/1/2018,STL,ORD,-4,-23
8/1/2018,DCA,DFW,-6,-9
8/1/2018,ORD,SEA,-3,15
8/1/2018,DFW,IAH,2,-6
8/1/2018,DFW,DTW,-3,-13
8/1/2018,DTW,DFW,-2,4
8/1/2018,ORD,PHL,-3,0
8/1/2018,PDX,DFW,-6,-15
8/1/2018,ORD,DFW,17,21
8/1/2018,DFW,DCA,-3,1
8/1/2018,DFW,ORD,5,59
8/1/2018,DFW,PDX,19,10
8/1/2018,DFW,FAT,-6,-3
8/1/2018,FAT,DFW,-4,17
8/1/2018,MIA,STL,-3,-20
8/1/2018,STL,MIA,-7,-9
8/1/2018,STX,MIA,-11,-24
8/1/2018,ORD,TUS,47,63
8/1/2018,BOS,PHX,16,5
8/1/2018,MIA,IAH,123,105
8/1/2018,DFW,JFK,49,42
8/1/2018,MCO,MIA,0,-11
8/1/2018,MIA,MCO,-1,-4
8/1/2018,BOI,DFW,-7,-17
8/1/2018,DFW,BOI,-1,11
8/1/2018,DFW,DEN,55,56
8/1/2018,CMH,DFW,-4,-9
8/1/2018,DFW,CMH,-3,-13
8/1/2018,LAX,MIA,0,-21
8/1/2018,DFW,LAS,-4,-9
8/1/2018,LAS,DFW,-6,-14
8/1/2018,DFW,MIA,15,-3
8/1/2018,DFW,SEA,4,7
8/1/2018,SEA,DFW,5,-13
8/1/2018,DFW,JFK,11,23
8/1/2018,MIA,ATL,-3,11
8/1/2018,CLT,JFK,14,18
8/1/2018,ORD,PDX,-4,-1
8/1/2018,DFW,SFO,-6,-12
8/1/2018,SFO,DFW,6,10
8/1/2018,LAS,LAX,73,51
8/1/2018,LAX,LAS,-6,-15
8/1/2018,DFW,OKC,58,54
8/1/2018,OKC,DFW,41,31
8/1/2018,DFW,BWI,4,0
8/1/2018,DFW,ELP,183,170
8/1/2018,ELP,DFW,145,141
8/1/2018,ORD,SLC,5,-5
8/1/2018,LAX,DFW,-1,-26
8/1/2018,LAX,MIA,0,8
8/1/2018,DFW,TPA,29,38
8/1/2018,DFW,MSY,89,85
8/1/2018,MSY,DFW,55,48
8/1/2018,DFW,PHX,48,38
8/1/2018,MCI,ORD,-6,2
8/1/2018,ORD,MCI,-5,-14
8/1/2018,STL,DFW,-5,-14
8/1/2018,BOS,ORD,-8,-34
8/1/2018,ORD,BOS,-1,21
8/1/2018,DFW,LAX,-4,-16
8/1/2018,SAT,DFW,7,-8
8/1/2018,DFW,MCI,-5,2
8/1/2018,JFK,MIA,5,-11
